Geography,concat_no_state
South Carolina,Political - Republican
South Carolina,Pov.Status - <$75k
South Carolina,Pov.Status - >=$75k
South Carolina,Pov.Status - Below poverty
South Carolina,Pov.Status - Unknown
South Carolina,Pregnancy - Not pregnant
South Carolina,Race.4lvl - Black
South Carolina,Race.4lvl - Hispanic
South Carolina,Race.4lvl - Other
South Carolina,Race.4lvl - White
South Carolina,Flu.Vacc - No
South Carolina,Flu.Vacc - Yes
South Carolina,Past.Vaccin - No
South Carolina,Past.Vaccin - Yes
South Carolina,Racial.Equity - Better
South Carolina,Racial.Equity - Dont know
South Carolina,Racial.Equity - Equal
South Carolina,Racial.Equity - Worse
South Carolina,Sex - Female
South Carolina,Sex - Male
South Carolina,S.Orientation - Dont know
South Carolina,S.Orientation - LGB
South Carolina,S.Orientation - Hetero
South Carolina,SVI - High
South Carolina,SVI - Low
South Carolina,SVI - Moderate
South Carolina,SVI - Unknown
South Carolina,Non.Englsh.Language - No
South Carolina,Non.Englsh.Language - Yes
South Carolina,Work.School - No
South Carolina,Work.School - Unemployed
South Carolina,Work.School - Yes
South Dakota,Age - 18 – 49
South Dakota,Age - 50 – 64
South Dakota,Age - 65+
South Dakota,"Age.Race - 18 – 49, Hispanic"
South Dakota,"Age.Race - 18 – 49, Other"
South Dakota,"Age.Race - 18 – 49, White"
South Dakota,"Age.Race - 50 – 64, Other"
South Dakota,"Age.Race - 50 – 64, White"
South Dakota,"Age.Race - 65+, White"
South Dakota,18+ Adults - 18+ Adults
South Dakota,US.Born - US Born
South Dakota,US.Born - Not US Born
South Dakota,Fr.Fam.Vaccd - Many
South Dakota,Fr.Fam.Vaccd - No_some
South Dakota,Vacc.Info.Seek - Often.Sometimes
South Dakota,Vacc.Info.Seek - Rarely.Never
South Dakota,Covid.Concern - A little_not
South Dakota,Covid.Concern - Very_Moderately
South Dakota,Vaccine.Confiden - Not at all_Somewhat
South Dakota,Vaccine.Confiden - Very
South Dakota,Vaccine.Imprtnt - A little_not at all
South Dakota,Vaccine.Imprtnt - Somewhat_very
South Dakota,Disability - No
South Dakota,Disability - Yes
South Dakota,Ess.Wrkr.grp - Ess.Healthcare
South Dakota,Ess.Wrkr.grp - Ess.Other
South Dakota,Ess.Wrkr.grp - Frontline.Other
South Dakota,Ess.Wrkr.grp - Not.Ess.Wrkr
South Dakota,Ess.Wrkr.grp - School.Childcare
South Dakota,Past.Covid - No
South Dakota,Past.Covid - Yes
South Dakota,G.Identity - Cisgender
South Dakota,G.Identity - Dont know
South Dakota,G.Identity - TG/Non bin
South Dakota,Prim.Care.Providr.Status - No
South Dakota,Prim.Care.Providr.Status - Yes
South Dakota,Comorbidity - No
South Dakota,Comorbidity - Yes
South Dakota,Dr.Recommend.Boostr - No
South Dakota,Dr.Recommend.Vacc - No
South Dakota,Dr.Recommend.Vacc - Yes
South Dakota,Insurance - Insured
South Dakota,Insurance - Not insured
South Dakota,Language - English
South Dakota,Mask.Use - Always.Often
South Dakota,Mask.Use - Occasional.Never
South Dakota,Mental.Health - Excellent.Good
South Dakota,Mental.Health - Fair.Poor
South Dakota,Rural.Urban - Rural
South Dakota,Rural.Urban - Suburban
South Dakota,Rural.Urban - Urban
South Dakota,Political - None
South Dakota,Political - Unknown
South Dakota,Political - Republican
South Dakota,Pov.Status - <$75k
South Dakota,Pov.Status - >=$75k
South Dakota,Pov.Status - Below poverty
South Dakota,Pov.Status - Unknown
South Dakota,Pregnancy - Not pregnant
South Dakota,Race.4lvl - Hispanic
South Dakota,Race.4lvl - Other
South Dakota,Race.4lvl - White
South Dakota,Flu.Vacc - No
South Dakota,Flu.Vacc - Yes
South Dakota,Past.Vaccin - No
South Dakota,Past.Vaccin - Yes
South Dakota,Racial.Equity - Better
South Dakota,Racial.Equity - Dont know
South Dakota,Racial.Equity - Equal
South Dakota,Racial.Equity - Worse
South Dakota,Sex - Female
South Dakota,Sex - Male
South Dakota,S.Orientation - Dont know
South Dakota,S.Orientation - LGB
South Dakota,S.Orientation - Hetero
South Dakota,SVI - High
South Dakota,SVI - Low
South Dakota,SVI - Moderate
South Dakota,SVI - Unknown
South Dakota,Non.Englsh.Language - No
South Dakota,Non.Englsh.Language - Yes
South Dakota,Work.School - No
South Dakota,Work.School - Unemployed
South Dakota,Work.School - Yes
Tennessee,Age - 18 – 49
Tennessee,Age - 50 – 64
Tennessee,Age - 65+
Tennessee,"Age.Race - 18 – 49, Black"
Tennessee,"Age.Race - 18 – 49, Hispanic"
Tennessee,"Age.Race - 18 – 49, Other"
Tennessee,"Age.Race - 18 – 49, White"
Tennessee,"Age.Race - 50 – 64, Black"
Tennessee,"Age.Race - 50 – 64, White"
Tennessee,"Age.Race - 65+, Black"
Tennessee,"Age.Race - 65+, White"
Tennessee,18+ Adults - 18+ Adults
Tennessee,US.Born - US Born
Tennessee,US.Born - Not US Born
Tennessee,Fr.Fam.Vaccd - Many
Tennessee,Fr.Fam.Vaccd - No_some
Tennessee,Vacc.Info.Seek - Often.Sometimes
Tennessee,Vacc.Info.Seek - Rarely.Never
Tennessee,Covid.Concern - A little_not
Tennessee,Covid.Concern - Very_Moderately
Tennessee,Vaccine.Confiden - Not at all_Somewhat
Tennessee,Vaccine.Confiden - Very
Tennessee,Vaccine.Imprtnt - A little_not at all
Tennessee,Vaccine.Imprtnt - Somewhat_very
Tennessee,Disability - No
Tennessee,Disability - Yes
Tennessee,Ess.Wrkr.grp - Ess.Healthcare
Tennessee,Ess.Wrkr.grp - Ess.Other
Tennessee,Ess.Wrkr.grp - Frontline.Other
Tennessee,Ess.Wrkr.grp - Not.Ess.Wrkr
Tennessee,Ess.Wrkr.grp - School.Childcare
Tennessee,Past.Covid - No
Tennessee,Past.Covid - Yes
Tennessee,G.Identity - Cisgender
Tennessee,G.Identity - Dont know
Tennessee,G.Identity - TG/Non bin
Tennessee,Prim.Care.Providr.Status - No
Tennessee,Prim.Care.Providr.Status - Yes
Tennessee,Comorbidity - No
Tennessee,Comorbidity - Yes
Tennessee,Dr.Recommend.Boostr - No
Tennessee,Dr.Recommend.Vacc - No
Tennessee,Dr.Recommend.Vacc - Yes
Tennessee,Insurance - Insured
Tennessee,Insurance - Not insured
Tennessee,Language - English
Tennessee,Mask.Use - Always.Often
Tennessee,Mask.Use - Occasional.Never
Tennessee,Mental.Health - Excellent.Good
Tennessee,Mental.Health - Fair.Poor
Tennessee,Rural.Urban - Rural
Tennessee,Rural.Urban - Suburban
Tennessee,Rural.Urban - Urban
Tennessee,Political - Democrat
Tennessee,Political - None
Tennessee,Political - Unknown
Tennessee,Political - Republican
Tennessee,Pov.Status - <$75k
Tennessee,Pov.Status - >=$75k
Tennessee,Pov.Status - Below poverty
Tennessee,Pov.Status - Unknown
Tennessee,Pregnancy - Not pregnant
Tennessee,Race.4lvl - Black
Tennessee,Race.4lvl - Hispanic
Tennessee,Race.4lvl - Other
Tennessee,Race.4lvl - White
Tennessee,Flu.Vacc - No
Tennessee,Flu.Vacc - Yes
Tennessee,Past.Vaccin - No
Tennessee,Past.Vaccin - Yes
Tennessee,Racial.Equity - Better
Tennessee,Racial.Equity - Dont know
Tennessee,Racial.Equity - Equal
Tennessee,Racial.Equity - Worse
Tennessee,Sex - Female
Tennessee,Sex - Male
Tennessee,S.Orientation - Dont know
Tennessee,S.Orientation - LGB
Tennessee,S.Orientation - Hetero
Tennessee,SVI - High
Tennessee,SVI - Low
Tennessee,SVI - Moderate
Tennessee,SVI - Unknown
Tennessee,Non.Englsh.Language - No
Tennessee,Non.Englsh.Language - Yes
Tennessee,Work.School - No
Tennessee,Work.School - Unemployed
Tennessee,Work.School - Yes
Texas,Age - 18 – 49
Texas,Age - 50 – 64
Texas,Age - 65+
Texas,"Age.Race - 18 – 49, Black"
Texas,"Age.Race - 18 – 49, Hispanic"
Texas,"Age.Race - 18 – 49, Other"
Texas,"Age.Race - 18 – 49, White"
Texas,"Age.Race - 50 – 64, Black"
Texas,"Age.Race - 50 – 64, Hispanic"
Texas,"Age.Race - 50 – 64, Other"
Texas,"Age.Race - 50 – 64, White"
Texas,"Age.Race - 65+, Black"
Texas,"Age.Race - 65+, Hispanic"
Texas,"Age.Race - 65+, Other"
Texas,"Age.Race - 65+, White"
Texas,18+ Adults - 18+ Adults
Texas,US.Born - US Born
Texas,US.Born - Not US Born
Texas,Fr.Fam.Vaccd - Many
Texas,Fr.Fam.Vaccd - No_some
Texas,Vacc.Info.Seek - Often.Sometimes
Texas,Vacc.Info.Seek - Rarely.Never
Texas,Covid.Concern - A little_not
Texas,Covid.Concern - Very_Moderately
Texas,Vaccine.Confiden - Not at all_Somewhat
Texas,Vaccine.Confiden - Very
Texas,Vaccine.Imprtnt - A little_not at all
Texas,Vaccine.Imprtnt - Somewhat_very
Texas,Disability - No
Texas,Disability - Yes
Texas,Ess.Wrkr.grp - Ess.Healthcare
Texas,Ess.Wrkr.grp - Ess.Other
Texas,Ess.Wrkr.grp - Frontline.Other
Texas,Ess.Wrkr.grp - Not.Ess.Wrkr
Texas,Ess.Wrkr.grp - School.Childcare
Texas,Past.Covid - No
Texas,Past.Covid - Yes
Texas,G.Identity - Cisgender
Texas,G.Identity - Dont know
Texas,G.Identity - TG/Non bin
Texas,Prim.Care.Providr.Status - No
Texas,Prim.Care.Providr.Status - Yes
Texas,Comorbidity - No
Texas,Comorbidity - Yes
Texas,Dr.Recommend.Boostr - No
Texas,Dr.Recommend.Vacc - No
Texas,Dr.Recommend.Vacc - Yes
Texas,Insurance - Insured
Texas,Insurance - Not insured
Texas,Language - English
Texas,Language - Spanish
Texas,Mask.Use - Always.Often
Texas,Mask.Use - Occasional.Never
Texas,Mental.Health - Excellent.Good
Texas,Mental.Health - Fair.Poor
Texas,Rural.Urban - Rural
Texas,Rural.Urban - Suburban
Texas,Rural.Urban - Urban
Texas,Political - Democrat
Texas,Political - None
Texas,Political - Unknown
Texas,Political - Republican
Texas,Pov.Status - <$75k
Texas,Pov.Status - >=$75k
Texas,Pov.Status - Below poverty
Texas,Pov.Status - Unknown
Texas,Pregnancy - Breastfeeding
Texas,Pregnancy - Not pregnant
Texas,Pregnancy - Pregnant
Texas,Pregnancy - Trying to get pregnant
Texas,Race.4lvl - Black
Texas,Race.4lvl - Hispanic
Texas,Race.4lvl - Other
Texas,Race.4lvl - White
Texas,Flu.Vacc - No
Texas,Flu.Vacc - Yes
Texas,Past.Vaccin - No
Texas,Past.Vaccin - Yes
Texas,Racial.Equity - Better
Texas,Racial.Equity - Dont know
Texas,Racial.Equity - Equal
Texas,Racial.Equity - Worse
Texas,Sex - Female
Texas,Sex - Male
Texas,S.Orientation - Dont know
Texas,S.Orientation - LGB
Texas,S.Orientation - Hetero
Texas,SVI - High
Texas,SVI - Low
Texas,SVI - Moderate
Texas,SVI - Unknown
Texas,Non.Englsh.Language - No
Texas,Non.Englsh.Language - Yes
Texas,Work.School - No
Texas,Work.School - Unemployed
Texas,Work.School - Yes
U.S. Virgin Islands,Age - 18 – 49
U.S. Virgin Islands,Age - 50 – 64
U.S. Virgin Islands,Age - 65+
U.S. Virgin Islands,"Age.Race - 18 – 49, Black"
U.S. Virgin Islands,"Age.Race - 18 – 49, Hispanic"
U.S. Virgin Islands,"Age.Race - 18 – 49, Other"
U.S. Virgin Islands,"Age.Race - 18 – 49, White"
U.S. Virgin Islands,"Age.Race - 50 – 64, Black"
U.S. Virgin Islands,"Age.Race - 50 – 64, Hispanic"
U.S. Virgin Islands,"Age.Race - 50 – 64, Other"
U.S. Virgin Islands,"Age.Race - 50 – 64, White"
U.S. Virgin Islands,"Age.Race - 65+, Black"
U.S. Virgin Islands,"Age.Race - 65+, Hispanic"
U.S. Virgin Islands,"Age.Race - 65+, Other"
U.S. Virgin Islands,"Age.Race - 65+, White"
U.S. Virgin Islands,18+ Adults - 18+ Adults
U.S. Virgin Islands,US.Born - US Born
U.S. Virgin Islands,US.Born - Not US Born
U.S. Virgin Islands,Fr.Fam.Vaccd - Many
U.S. Virgin Islands,Fr.Fam.Vaccd - No_some
U.S. Virgin Islands,Vacc.Info.Seek - Often.Sometimes
U.S. Virgin Islands,Vacc.Info.Seek - Rarely.Never
U.S. Virgin Islands,Covid.Concern - A little_not
U.S. Virgin Islands,Covid.Concern - Very_Moderately
U.S. Virgin Islands,Vaccine.Confiden - Not at all_Somewhat
U.S. Virgin Islands,Vaccine.Confiden - Very
U.S. Virgin Islands,Vaccine.Imprtnt - A little_not at all
U.S. Virgin Islands,Vaccine.Imprtnt - Somewhat_very
U.S. Virgin Islands,Disability - No
U.S. Virgin Islands,Disability - Yes
U.S. Virgin Islands,Ess.Wrkr.grp - Ess.Healthcare
U.S. Virgin Islands,Ess.Wrkr.grp - Ess.Other
U.S. Virgin Islands,Ess.Wrkr.grp - Frontline.Other
U.S. Virgin Islands,Ess.Wrkr.grp - Not.Ess.Wrkr
U.S. Virgin Islands,Ess.Wrkr.grp - School.Childcare
U.S. Virgin Islands,Past.Covid - No
U.S. Virgin Islands,Past.Covid - Yes
U.S. Virgin Islands,G.Identity - Cisgender
U.S. Virgin Islands,G.Identity - Dont know
U.S. Virgin Islands,G.Identity - TG/Non bin
U.S. Virgin Islands,Comorbidity - No
U.S. Virgin Islands,Comorbidity - Yes
U.S. Virgin Islands,Dr.Recommend.Vacc - No
U.S. Virgin Islands,Dr.Recommend.Vacc - Yes
U.S. Virgin Islands,Insurance - Insured
U.S. Virgin Islands,Insurance - Not insured
U.S. Virgin Islands,Language - English
U.S. Virgin Islands,Language - Spanish
U.S. Virgin Islands,Mask.Use - Always.Often
U.S. Virgin Islands,Mask.Use - Occasional.Never
U.S. Virgin Islands,Mental.Health - Excellent.Good
U.S. Virgin Islands,Mental.Health - Fair.Poor
U.S. Virgin Islands,Rural.Urban - Rural
U.S. Virgin Islands,Rural.Urban - Suburban
U.S. Virgin Islands,Rural.Urban - Urban
U.S. Virgin Islands,Pov.Status - <$75k
U.S. Virgin Islands,Pov.Status - >=$75k
U.S. Virgin Islands,Pov.Status - Below poverty
U.S. Virgin Islands,Pov.Status - Unknown
U.S. Virgin Islands,Pregnancy - Not pregnant
U.S. Virgin Islands,Race.4lvl - Black
U.S. Virgin Islands,Race.4lvl - Hispanic
U.S. Virgin Islands,Race.4lvl - Other
U.S. Virgin Islands,Race.4lvl - White
U.S. Virgin Islands,Flu.Vacc - No
U.S. Virgin Islands,Flu.Vacc - Yes
U.S. Virgin Islands,Past.Vaccin - No
U.S. Virgin Islands,Past.Vaccin - Yes
U.S. Virgin Islands,Racial.Equity - Better
U.S. Virgin Islands,Racial.Equity - Dont know
U.S. Virgin Islands,Racial.Equity - Equal
U.S. Virgin Islands,Racial.Equity - Worse
U.S. Virgin Islands,Sex - Female
U.S. Virgin Islands,Sex - Male
U.S. Virgin Islands,S.Orientation - Dont know
U.S. Virgin Islands,S.Orientation - LGB
U.S. Virgin Islands,S.Orientation - Hetero
U.S. Virgin Islands,Work.School - No
U.S. Virgin Islands,Work.School - Unemployed
U.S. Virgin Islands,Work.School - Yes
Utah,Age - 18 – 49
Utah,Age - 50 – 64
Utah,Age - 65+
Utah,"Age.Race - 18 – 49, Hispanic"
Utah,"Age.Race - 18 – 49, White"
Utah,"Age.Race - 50 – 64, White"
Utah,"Age.Race - 65+, White"
Utah,18+ Adults - 18+ Adults
Utah,US.Born - US Born
Utah,US.Born - Not US Born
Utah,Fr.Fam.Vaccd - Many
Utah,Fr.Fam.Vaccd - No_some
Utah,Vacc.Info.Seek - Often.Sometimes
Utah,Vacc.Info.Seek - Rarely.Never
Utah,Covid.Concern - A little_not
Utah,Covid.Concern - Very_Moderately
Utah,Vaccine.Confiden - Not at all_Somewhat
Utah,Vaccine.Confiden - Very
Utah,Vaccine.Imprtnt - A little_not at all
Utah,Vaccine.Imprtnt - Somewhat_very
Utah,Disability - No
Utah,Disability - Yes
Utah,Ess.Wrkr.grp - Ess.Healthcare
Utah,Ess.Wrkr.grp - Ess.Other
Utah,Ess.Wrkr.grp - Frontline.Other
Utah,Ess.Wrkr.grp - Not.Ess.Wrkr
Utah,Past.Covid - No
Utah,Past.Covid - Yes
Utah,G.Identity - Cisgender
Utah,Prim.Care.Providr.Status - No
Utah,Prim.Care.Providr.Status - Yes
Utah,Comorbidity - No
Utah,Comorbidity - Yes
Utah,Dr.Recommend.Boostr - No
Utah,Dr.Recommend.Vacc - No
Utah,Dr.Recommend.Vacc - Yes
Utah,Insurance - Insured
Utah,Insurance - Not insured
Utah,Language - English
Utah,Mask.Use - Always.Often
Utah,Mask.Use - Occasional.Never
Utah,Mental.Health - Excellent.Good
Utah,Mental.Health - Fair.Poor
Utah,Rural.Urban - Rural
Utah,Rural.Urban - Suburban
Utah,Rural.Urban - Urban
Utah,Political - Democrat
Utah,Political - None
Utah,Political - Republican
Utah,Pov.Status - <$75k
Utah,Pov.Status - >=$75k
Utah,Pov.Status - Below poverty
Utah,Pov.Status - Unknown
Utah,Pregnancy - Not pregnant
Utah,Race.4lvl - Hispanic
Utah,Race.4lvl - Other
Utah,Race.4lvl - White
Utah,Flu.Vacc - No
Utah,Flu.Vacc - Yes
Utah,Past.Vaccin - No
Utah,Past.Vaccin - Yes
Utah,Racial.Equity - Better
Utah,Racial.Equity - Dont know
Utah,Racial.Equity - Equal
Utah,Sex - Female
Utah,Sex - Male
Utah,S.Orientation - LGB
Utah,S.Orientation - Hetero
Utah,SVI - Low
Utah,SVI - Moderate
Utah,Non.Englsh.Language - No
Utah,Non.Englsh.Language - Yes
Utah,Work.School - No
Utah,Work.School - Unemployed
Utah,Work.School - Yes
Vermont,Age - 18 – 49
Vermont,Age - 50 – 64
Vermont,Age - 65+
Vermont,"Age.Race - 18 – 49, Hispanic"
Vermont,"Age.Race - 18 – 49, Other"
Vermont,"Age.Race - 18 – 49, White"
Vermont,"Age.Race - 50 – 64, Other"
Vermont,"Age.Race - 50 – 64, White"
Vermont,"Age.Race - 65+, White"
Vermont,18+ Adults - 18+ Adults
Vermont,US.Born - US Born
Vermont,US.Born - Not US Born
Vermont,Fr.Fam.Vaccd - Many
Vermont,Fr.Fam.Vaccd - No_some
Vermont,Vacc.Info.Seek - Often.Sometimes
Vermont,Vacc.Info.Seek - Rarely.Never
Vermont,Covid.Concern - A little_not
Vermont,Covid.Concern - Very_Moderately
Vermont,Vaccine.Confiden - Not at all_Somewhat
Vermont,Vaccine.Confiden - Very
Vermont,Vaccine.Imprtnt - A little_not at all
Vermont,Vaccine.Imprtnt - Somewhat_very
Vermont,Disability - No
Vermont,Disability - Yes
Vermont,Ess.Wrkr.grp - Ess.Healthcare
Vermont,Ess.Wrkr.grp - Ess.Other
Vermont,Ess.Wrkr.grp - Frontline.Other
Vermont,Ess.Wrkr.grp - Not.Ess.Wrkr
Vermont,Ess.Wrkr.grp - School.Childcare
Vermont,Past.Covid - No
Vermont,Past.Covid - Yes
Vermont,G.Identity - Cisgender
Vermont,G.Identity - Dont know
Vermont,G.Identity - TG/Non bin
Vermont,Prim.Care.Providr.Status - No
Vermont,Prim.Care.Providr.Status - Yes
Vermont,Comorbidity - No
Vermont,Comorbidity - Yes
Vermont,Dr.Recommend.Boostr - No
Vermont,Dr.Recommend.Vacc - No
Vermont,Dr.Recommend.Vacc - Yes
Vermont,Insurance - Insured
Vermont,Insurance - Not insured
Vermont,Language - English
Vermont,Mask.Use - Always.Often
Vermont,Mask.Use - Occasional.Never
Vermont,Mental.Health - Excellent.Good
Vermont,Mental.Health - Fair.Poor
Vermont,Rural.Urban - Rural
Vermont,Rural.Urban - Suburban
Vermont,Rural.Urban - Urban
Vermont,Political - Democrat
Vermont,Political - None
Vermont,Political - Unknown
Vermont,Pov.Status - <$75k
Vermont,Pov.Status - >=$75k
Vermont,Pov.Status - Below poverty
Vermont,Pov.Status - Unknown
Vermont,Pregnancy - Not pregnant
Vermont,Race.4lvl - Hispanic
Vermont,Race.4lvl - Other
Vermont,Race.4lvl - White
Vermont,Flu.Vacc - No
Vermont,Flu.Vacc - Yes
Vermont,Past.Vaccin - No
Vermont,Past.Vaccin - Yes
Vermont,Racial.Equity - Better
Vermont,Racial.Equity - Dont know
Vermont,Racial.Equity - Equal
Vermont,Racial.Equity - Worse
Vermont,Sex - Female
Vermont,Sex - Male
Vermont,S.Orientation - Dont know
Vermont,S.Orientation - LGB
Vermont,S.Orientation - Hetero
Vermont,SVI - Low
Vermont,SVI - Moderate
Vermont,SVI - Unknown
Vermont,Non.Englsh.Language - No
Vermont,Non.Englsh.Language - Yes
Vermont,Work.School - No
Vermont,Work.School - Unemployed
Vermont,Work.School - Yes
Virginia,Age - 18 – 49
Virginia,Age - 50 – 64
Virginia,Age - 65+
Virginia,"Age.Race - 18 – 49, Black"
Virginia,"Age.Race - 18 – 49, Hispanic"
Virginia,"Age.Race - 18 – 49, Other"
Virginia,"Age.Race - 18 – 49, White"
Virginia,"Age.Race - 50 – 64, Black"
Virginia,"Age.Race - 50 – 64, Hispanic"
Virginia,"Age.Race - 50 – 64, White"
Virginia,"Age.Race - 65+, Black"
Virginia,"Age.Race - 65+, White"
Virginia,18+ Adults - 18+ Adults
Virginia,US.Born - US Born
Virginia,US.Born - Not US Born
Virginia,Fr.Fam.Vaccd - Many
Virginia,Fr.Fam.Vaccd - No_some
Virginia,Vacc.Info.Seek - Often.Sometimes
Virginia,Vacc.Info.Seek - Rarely.Never
Virginia,Covid.Concern - A little_not
Virginia,Covid.Concern - Very_Moderately
Virginia,Vaccine.Confiden - Not at all_Somewhat
Virginia,Vaccine.Confiden - Very
Virginia,Vaccine.Imprtnt - A little_not at all
Virginia,Vaccine.Imprtnt - Somewhat_very
Virginia,Disability - No
Virginia,Disability - Yes
Virginia,Ess.Wrkr.grp - Ess.Healthcare
Virginia,Ess.Wrkr.grp - Ess.Other
Virginia,Ess.Wrkr.grp - Frontline.Other
Virginia,Ess.Wrkr.grp - Not.Ess.Wrkr
Virginia,Ess.Wrkr.grp - School.Childcare
Virginia,Past.Covid - No
Virginia,Past.Covid - Yes
Virginia,G.Identity - Cisgender
Virginia,G.Identity - Dont know
Virginia,G.Identity - TG/Non bin
Virginia,Prim.Care.Providr.Status - No
Virginia,Prim.Care.Providr.Status - Yes
Virginia,Comorbidity - No
Virginia,Comorbidity - Yes
Virginia,Dr.Recommend.Boostr - No
Virginia,Dr.Recommend.Vacc - No
Virginia,Dr.Recommend.Vacc - Yes
Virginia,Insurance - Insured
Virginia,Insurance - Not insured
Virginia,Language - English
Virginia,Language - Spanish
Virginia,Mask.Use - Always.Often
Virginia,Mask.Use - Occasional.Never
Virginia,Mental.Health - Excellent.Good
Virginia,Mental.Health - Fair.Poor
Virginia,Rural.Urban - Rural
Virginia,Rural.Urban - Suburban
Virginia,Rural.Urban - Urban
Virginia,Political - Democrat
Virginia,Political - None
Virginia,Political - Unknown
Virginia,Political - Republican
Virginia,Pov.Status - <$75k
Virginia,Pov.Status - >=$75k
Virginia,Pov.Status - Below poverty
Virginia,Pov.Status - Unknown
Virginia,Pregnancy - Breastfeeding
Virginia,Pregnancy - Not pregnant
Virginia,Race.4lvl - Black
Virginia,Race.4lvl - Hispanic
Virginia,Race.4lvl - Other
Virginia,Race.4lvl - White
Virginia,Flu.Vacc - No
Virginia,Flu.Vacc - Yes
Virginia,Past.Vaccin - No
Virginia,Past.Vaccin - Yes
Virginia,Racial.Equity - Better
Virginia,Racial.Equity - Dont know
Virginia,Racial.Equity - Equal
Virginia,Racial.Equity - Worse
Virginia,Sex - Female
Virginia,Sex - Male
Virginia,S.Orientation - Dont know
Virginia,S.Orientation - LGB
Virginia,S.Orientation - Hetero
Virginia,SVI - High
Virginia,SVI - Low
Virginia,SVI - Moderate
Virginia,SVI - Unknown
Virginia,Non.Englsh.Language - No
Virginia,Non.Englsh.Language - Yes
Virginia,Work.School - No
Virginia,Work.School - Unemployed
Virginia,Work.School - Yes
Washington,Age - 18 – 49
Washington,Age - 50 – 64
Washington,Age - 65+
Washington,"Age.Race - 18 – 49, Hispanic"
Washington,"Age.Race - 18 – 49, Other"
Washington,"Age.Race - 18 – 49, White"
Washington,"Age.Race - 50 – 64, White"
Washington,"Age.Race - 65+, White"
Washington,18+ Adults - 18+ Adults
Washington,US.Born - US Born
Washington,US.Born - Not US Born
Washington,Fr.Fam.Vaccd - Many
Washington,Fr.Fam.Vaccd - No_some
Washington,Vacc.Info.Seek - Often.Sometimes
Washington,Vacc.Info.Seek - Rarely.Never
Washington,Covid.Concern - A little_not
Washington,Covid.Concern - Very_Moderately
Washington,Vaccine.Confiden - Not at all_Somewhat
Washington,Vaccine.Confiden - Very
Washington,Vaccine.Imprtnt - A little_not at all
Washington,Vaccine.Imprtnt - Somewhat_very
Washington,Disability - No
Washington,Disability - Yes
Washington,Ess.Wrkr.grp - Ess.Healthcare
Washington,Ess.Wrkr.grp - Ess.Other
Washington,Ess.Wrkr.grp - Frontline.Other
Washington,Ess.Wrkr.grp - Not.Ess.Wrkr
Washington,Ess.Wrkr.grp - School.Childcare
Washington,Past.Covid - No
Washington,Past.Covid - Yes
Washington,G.Identity - Cisgender
Washington,G.Identity - Dont know
Washington,G.Identity - TG/Non bin
Washington,Prim.Care.Providr.Status - No
Washington,Prim.Care.Providr.Status - Yes
Washington,Comorbidity - No
Washington,Comorbidity - Yes
Washington,Dr.Recommend.Boostr - No
Washington,Dr.Recommend.Vacc - No
Washington,Dr.Recommend.Vacc - Yes
Washington,Insurance - Insured
Washington,Insurance - Not insured
Washington,Language - English
Washington,Language - Spanish
Washington,Mask.Use - Always.Often
Washington,Mask.Use - Occasional.Never
Washington,Mental.Health - Excellent.Good
Washington,Mental.Health - Fair.Poor
Washington,Rural.Urban - Rural
Washington,Rural.Urban - Suburban
Washington,Rural.Urban - Urban
Washington,Political - Democrat
Washington,Political - None
Washington,Political - Unknown
Washington,Political - Republican
Washington,Pov.Status - <$75k
Washington,Pov.Status - >=$75k
Washington,Pov.Status - Below poverty
Washington,Pov.Status - Unknown
Washington,Pregnancy - Not pregnant
Washington,Race.4lvl - Black
Washington,Race.4lvl - Hispanic
Washington,Race.4lvl - Other
Washington,Race.4lvl - White
Washington,Flu.Vacc - No
Washington,Flu.Vacc - Yes
Washington,Past.Vaccin - No
Washington,Past.Vaccin - Yes
Washington,Racial.Equity - Better
Washington,Racial.Equity - Dont know
Washington,Racial.Equity - Equal
Washington,Racial.Equity - Worse
Washington,Sex - Female
Washington,Sex - Male
Washington,S.Orientation - Dont know
Washington,S.Orientation - LGB
Washington,S.Orientation - Hetero
Washington,SVI - High
Washington,SVI - Low
Washington,SVI - Moderate
Washington,SVI - Unknown
Washington,Non.Englsh.Language - No
Washington,Non.Englsh.Language - Yes
Washington,Work.School - No
Washington,Work.School - Unemployed
Washington,Work.School - Yes
West Virginia,Age - 18 – 49
West Virginia,Age - 50 – 64
West Virginia,Age - 65+
West Virginia,"Age.Race - 18 – 49, Other"
West Virginia,"Age.Race - 18 – 49, White"
West Virginia,"Age.Race - 50 – 64, White"
West Virginia,"Age.Race - 65+, White"
West Virginia,18+ Adults - 18+ Adults
West Virginia,US.Born - US Born
West Virginia,US.Born - Not US Born
West Virginia,Fr.Fam.Vaccd - Many
West Virginia,Fr.Fam.Vaccd - No_some
West Virginia,Vacc.Info.Seek - Often.Sometimes
West Virginia,Vacc.Info.Seek - Rarely.Never
West Virginia,Covid.Concern - A little_not
West Virginia,Covid.Concern - Very_Moderately
West Virginia,Vaccine.Confiden - Not at all_Somewhat
West Virginia,Vaccine.Confiden - Very
West Virginia,Vaccine.Imprtnt - A little_not at all
West Virginia,Vaccine.Imprtnt - Somewhat_very
West Virginia,Disability - No
West Virginia,Disability - Yes
West Virginia,Ess.Wrkr.grp - Ess.Healthcare
West Virginia,Ess.Wrkr.grp - Ess.Other
